Sprint_ID,Project_ID,Sprint_Number,Planned_Story_Points,Completed_Story_Points,Completion_Rate_Pct,Velocity,Bugs_Raised,Bugs_Resolved,Open_Defects_Accumulated
SPT-0693,PRJ-1094,Sprint 6,49,30,61.2,14.5,4,1,3
SPT-0694,PRJ-1095,Sprint 6,57,58,101.8,32.6,2,1,1
SPT-0695,PRJ-1096,Sprint 6,36,18,50.0,15.4,6,2,4
SPT-0696,PRJ-1097,Sprint 6,62,44,71.0,10.0,5,3,2
SPT-0697,PRJ-1098,Sprint 6,40,35,87.5,44.3,4,3,1
SPT-0698,PRJ-1099,Sprint 6,59,39,66.1,15.1,6,2,4
SPT-0699,PRJ-1100,Sprint 6,40,38,95.0,54.1,1,1,0
SPT-0700,PRJ-1101,Sprint 6,35,14,40.0,10.0,6,4,2
SPT-0701,PRJ-1102,Sprint 6,49,29,59.2,10.0,7,3,4
SPT-0702,PRJ-1103,Sprint 6,60,58,96.7,47.4,3,3,0
SPT-0703,PRJ-1104,Sprint 6,42,40,95.2,36.9,4,3,1
SPT-0704,PRJ-1105,Sprint 6,37,32,86.5,35.4,2,1,1
SPT-0705,PRJ-1107,Sprint 6,52,50,96.2,35.5,1,1,0
SPT-0706,PRJ-1108,Sprint 6,55,36,65.5,11.5,4,2,2
SPT-0707,PRJ-1109,Sprint 6,62,45,72.6,12.0,9,5,4
SPT-0708,PRJ-1111,Sprint 6,61,40,65.6,10.0,6,3,3
SPT-0709,PRJ-1112,Sprint 6,64,62,96.9,35.5,1,1,0
SPT-0710,PRJ-1114,Sprint 6,40,22,55.0,10.1,9,6,3
SPT-0711,PRJ-1115,Sprint 6,54,33,61.1,10.6,8,4,4
SPT-0712,PRJ-1116,Sprint 6,40,41,102.5,50.9,3,3,0
SPT-0713,PRJ-1117,Sprint 6,64,59,92.2,32.2,1,0,1
SPT-0714,PRJ-1118,Sprint 6,63,43,68.3,10.0,4,1,3
SPT-0715,PRJ-1119,Sprint 6,61,40,65.6,10.0,4,1,3
SPT-0716,PRJ-1120,Sprint 6,50,47,94.0,44.1,1,0,1
SPT-0717,PRJ-1122,Sprint 6,48,46,95.8,35.5,2,2,0
SPT-0718,PRJ-1123,Sprint 6,58,54,93.1,39.9,4,3,1
SPT-0719,PRJ-1124,Sprint 6,62,62,100.0,42.7,3,2,1
SPT-0720,PRJ-1125,Sprint 6,54,56,103.7,51.5,4,3,1
SPT-0721,PRJ-1126,Sprint 6,63,61,96.8,36.0,3,3,0
SPT-0722,PRJ-1127,Sprint 6,35,36,102.9,53.9,3,3,0
SPT-0723,PRJ-1128,Sprint 6,58,56,96.6,31.6,4,3,1
SPT-0724,PRJ-1129,Sprint 6,46,25,54.3,10.0,9,7,2
SPT-0725,PRJ-1130,Sprint 6,35,38,108.6,40.3,1,1,0
SPT-0726,PRJ-1131,Sprint 6,43,26,60.5,10.0,6,3,3
SPT-0727,PRJ-1132,Sprint 6,51,51,100.0,38.2,1,1,0
SPT-0728,PRJ-1133,Sprint 6,45,25,55.6,10.3,9,5,4
SPT-0729,PRJ-1134,Sprint 6,54,49,90.7,47.8,2,2,0
SPT-0730,PRJ-1135,Sprint 6,45,48,106.7,45.8,2,2,0
SPT-0731,PRJ-1136,Sprint 6,60,55,91.7,33.9,2,1,1
SPT-0732,PRJ-1138,Sprint 6,49,53,108.2,51.8,3,3,0
SPT-0733,PRJ-1139,Sprint 6,49,53,108.2,46.2,2,2,0
SPT-0734,PRJ-1140,Sprint 6,36,35,97.2,36.6,3,3,0
SPT-0735,PRJ-1141,Sprint 6,56,37,66.1,15.3,6,4,2
SPT-0736,PRJ-1142,Sprint 6,39,38,97.4,48.1,1,0,1
SPT-0737,PRJ-1143,Sprint 6,55,57,103.6,44.9,1,1,0
SPT-0738,PRJ-1144,Sprint 6,47,29,61.7,10.0,8,6,2
SPT-0739,PRJ-1145,Sprint 6,62,61,98.4,32.8,3,3,0
SPT-0740,PRJ-1146,Sprint 6,37,17,45.9,14.4,5,2,3
SPT-0741,PRJ-1147,Sprint 6,49,53,108.2,45.8,2,2,0
SPT-0742,PRJ-1148,Sprint 6,44,26,59.1,10.0,4,1,3
SPT-0743,PRJ-1149,Sprint 6,60,55,91.7,38.2,2,2,0
SPT-0744,PRJ-1150,Sprint 6,35,37,105.7,35.5,2,2,0
SPT-0745,PRJ-1002,Sprint 7,50,53,106.0,45.4,3,3,0
SPT-0746,PRJ-1004,Sprint 7,45,24,53.3,10.8,4,1,3
SPT-0747,PRJ-1006,Sprint 7,56,35,62.5,10.0,5,1,4
SPT-0748,PRJ-1007,Sprint 7,36,37,102.8,41.3,2,2,0
SPT-0749,PRJ-1008,Sprint 7,51,31,60.8,14.1,4,1,3
SPT-0750,PRJ-1009,Sprint 7,64,62,96.9,41.7,3,3,0
SPT-0751,PRJ-1010,Sprint 7,62,58,93.5,48.6,3,2,1
SPT-0752,PRJ-1011,Sprint 7,38,37,97.4,46.3,1,0,1
SPT-0753,PRJ-1012,Sprint 7,41,41,100.0,39.8,2,2,0
SPT-0754,PRJ-1013,Sprint 7,52,52,100.0,54.8,2,2,0
SPT-0755,PRJ-1014,Sprint 7,43,22,51.2,15.0,5,2,3
SPT-0756,PRJ-1015,Sprint 7,38,33,86.8,49.7,1,1,0
SPT-0757,PRJ-1016,Sprint 7,52,52,100.0,40.8,3,3,0
SPT-0758,PRJ-1017,Sprint 7,60,59,98.3,34.4,2,2,0
SPT-0759,PRJ-1019,Sprint 7,54,54,100.0,37.0,4,4,0
SPT-0760,PRJ-1020,Sprint 7,50,45,90.0,37.3,1,0,1
SPT-0761,PRJ-1021,Sprint 7,48,25,52.1,10.0,5,1,4
SPT-0762,PRJ-1024,Sprint 7,54,56,103.7,32.2,3,2,1
SPT-0763,PRJ-1026,Sprint 7,41,37,90.2,35.3,4,4,0
SPT-0764,PRJ-1027,Sprint 7,60,37,61.7,14.2,4,1,3
SPT-0765,PRJ-1029,Sprint 7,44,47,106.8,41.5,3,3,0
SPT-0766,PRJ-1030,Sprint 7,49,26,53.1,11.2,5,3,2
SPT-0767,PRJ-1031,Sprint 7,39,43,110.3,33.5,3,3,0
SPT-0768,PRJ-1032,Sprint 7,46,47,102.2,49.9,2,1,1
SPT-0769,PRJ-1033,Sprint 7,63,41,65.1,14.2,7,4,3
SPT-0770,PRJ-1034,Sprint 7,35,15,42.9,13.9,7,5,2
SPT-0771,PRJ-1035,Sprint 7,46,23,50.0,15.2,7,5,2
SPT-0772,PRJ-1036,Sprint 7,44,48,109.1,55.7,2,2,0
SPT-0773,PRJ-1038,Sprint 7,39,35,89.7,37.6,4,4,0
SPT-0774,PRJ-1039,Sprint 7,55,35,63.6,10.0,6,2,4
SPT-0775,PRJ-1040,Sprint 7,49,50,102.0,38.2,4,4,0
SPT-0776,PRJ-1041,Sprint 7,52,49,94.2,41.3,4,3,1
SPT-0777,PRJ-1043,Sprint 7,41,42,102.4,36.7,4,3,1
SPT-0778,PRJ-1044,Sprint 7,42,21,50.0,10.0,9,5,4
SPT-0779,PRJ-1045,Sprint 7,37,13,35.1,10.0,7,5,2
SPT-0780,PRJ-1047,Sprint 7,53,55,103.8,38.1,2,2,0
SPT-0781,PRJ-1048,Sprint 7,38,42,110.5,45.2,2,2,0
SPT-0782,PRJ-1050,Sprint 7,65,66,101.5,48.2,1,1,0
SPT-0783,PRJ-1051,Sprint 7,54,55,101.9,37.6,3,2,1
SPT-0784,PRJ-1052,Sprint 7,36,16,44.4,10.0,5,3,2
SPT-0785,PRJ-1053,Sprint 7,63,65,103.2,45.9,3,3,0
SPT-0786,PRJ-1054,Sprint 7,59,38,64.4,15.2,9,7,2
SPT-0787,PRJ-1055,Sprint 7,49,48,98.0,32.0,4,3,1
SPT-0788,PRJ-1056,Sprint 7,56,56,100.0,49.3,3,2,1
SPT-0789,PRJ-1057,Sprint 7,64,65,101.6,46.4,3,3,0
SPT-0790,PRJ-1059,Sprint 7,54,30,55.6,14.2,7,5,2
SPT-0791,PRJ-1060,Sprint 7,62,61,98.4,42.5,1,0,1
SPT-0792,PRJ-1062,Sprint 7,65,60,92.3,31.9,1,0,1
SPT-0793,PRJ-1063,Sprint 7,44,39,88.6,48.2,2,1,1
SPT-0794,PRJ-1064,Sprint 7,47,47,100.0,42.8,4,3,1
SPT-0795,PRJ-1065,Sprint 7,52,50,96.2,44.6,2,1,1
SPT-0796,PRJ-1066,Sprint 7,52,53,101.9,40.6,3,2,1
SPT-0797,PRJ-1067,Sprint 7,62,41,66.1,15.0,5,3,2
SPT-0798,PRJ-1068,Sprint 7,37,40,108.1,47.2,1,1,0
SPT-0799,PRJ-1071,Sprint 7,63,40,63.5,12.0,9,6,3
SPT-0800,PRJ-1072,Sprint 7,39,37,94.9,35.7,1,1,0
SPT-0801,PRJ-1073,Sprint 7,48,25,52.1,15.6,9,5,4
SPT-0802,PRJ-1074,Sprint 7,64,65,101.6,37.3,2,1,1
SPT-0803,PRJ-1076,Sprint 7,52,56,107.7,47.0,2,2,0
SPT-0804,PRJ-1077,Sprint 7,42,21,50.0,13.2,7,3,4
SPT-0805,PRJ-1079,Sprint 7,35,37,105.7,34.1,2,1,1
SPT-0806,PRJ-1080,Sprint 7,52,28,53.8,12.3,6,4,2
SPT-0807,PRJ-1081,Sprint 7,36,38,105.6,48.2,3,3,0
SPT-0808,PRJ-1083,Sprint 7,65,45,69.2,14.5,5,1,4
SPT-0809,PRJ-1084,Sprint 7,58,34,58.6,13.8,6,3,3
SPT-0810,PRJ-1085,Sprint 7,51,47,92.2,39.6,1,1,0
SPT-0811,PRJ-1088,Sprint 7,58,54,93.1,42.7,3,3,0
SPT-0812,PRJ-1089,Sprint 7,52,56,107.7,40.6,1,1,0
SPT-0813,PRJ-1090,Sprint 7,51,28,54.9,10.0,8,4,4
SPT-0814,PRJ-1091,Sprint 7,45,22,48.9,12.9,6,3,3
SPT-0815,PRJ-1092,Sprint 7,44,41,93.2,44.7,1,0,1
SPT-0816,PRJ-1093,Sprint 7,53,52,98.1,35.7,1,0,1
SPT-0817,PRJ-1094,Sprint 7,53,33,62.3,13.3,9,6,3
SPT-0818,PRJ-1095,Sprint 7,60,55,91.7,29.8,3,2,1
SPT-0819,PRJ-1096,Sprint 7,51,31,60.8,14.2,6,3,3
SPT-0820,PRJ-1097,Sprint 7,39,15,38.5,10.0,6,3,3
SPT-0821,PRJ-1098,Sprint 7,62,61,98.4,46.0,1,1,0
SPT-0822,PRJ-1099,Sprint 7,64,40,62.5,13.9,9,7,2
SPT-0823,PRJ-1100,Sprint 7,56,57,101.8,53.3,2,2,0
SPT-0824,PRJ-1101,Sprint 7,43,22,51.2,10.0,7,5,2
SPT-0825,PRJ-1102,Sprint 7,60,36,60.0,10.0,4,1,3
SPT-0826,PRJ-1103,Sprint 7,37,36,97.3,47.7,3,3,0
SPT-0827,PRJ-1104,Sprint 7,39,41,105.1,35.8,4,3,1
SPT-0828,PRJ-1105,Sprint 7,49,46,93.9,32.0,2,1,1
SPT-0829,PRJ-1107,Sprint 7,43,39,90.7,37.4,1,1,0
SPT-0830,PRJ-1108,Sprint 7,50,28,56.0,10.3,7,3,4
SPT-0831,PRJ-1109,Sprint 7,65,41,63.1,10.8,5,2,3
SPT-0832,PRJ-1111,Sprint 7,56,33,58.9,10.0,7,4,3
SPT-0833,PRJ-1112,Sprint 7,39,41,105.1,35.1,2,2,0
SPT-0834,PRJ-1114,Sprint 7,64,41,64.1,10.0,7,3,4
SPT-0835,PRJ-1115,Sprint 7,45,21,46.7,10.0,9,7,2
SPT-0836,PRJ-1116,Sprint 7,38,40,105.3,49.8,3,3,0
SPT-0837,PRJ-1117,Sprint 7,62,63,101.6,31.9,3,2,1
SPT-0838,PRJ-1118,Sprint 7,60,40,66.7,10.0,6,2,4
SPT-0839,PRJ-1119,Sprint 7,53,30,56.6,10.0,7,3,4
SPT-0840,PRJ-1120,Sprint 7,58,56,96.6,46.2,2,1,1
SPT-0841,PRJ-1122,Sprint 7,40,40,100.0,39.8,1,1,0
SPT-0842,PRJ-1123,Sprint 7,35,36,102.9,41.4,1,1,0
SPT-0843,PRJ-1124,Sprint 7,46,44,95.7,38.3,3,2,1
SPT-0844,PRJ-1125,Sprint 7,35,31,88.6,52.4,1,1,0
SPT-0845,PRJ-1126,Sprint 7,55,51,92.7,41.1,1,1,0
SPT-0846,PRJ-1127,Sprint 7,39,40,102.6,53.7,3,3,0
SPT-0847,PRJ-1128,Sprint 7,55,52,94.5,32.8,1,1,0
SPT-0848,PRJ-1129,Sprint 7,49,29,59.2,10.0,9,6,3
SPT-0849,PRJ-1130,Sprint 7,64,64,100.0,40.3,2,2,0
SPT-0850,PRJ-1131,Sprint 7,56,34,60.7,10.0,6,4,2
SPT-0851,PRJ-1132,Sprint 7,59,55,93.2,36.4,3,3,0
SPT-0852,PRJ-1133,Sprint 7,45,25,55.6,10.0,6,3,3
SPT-0853,PRJ-1134,Sprint 7,40,42,105.0,51.7,1,0,1
SPT-0854,PRJ-1135,Sprint 7,41,43,104.9,42.1,2,2,0
SPT-0855,PRJ-1136,Sprint 7,50,46,92.0,34.3,2,1,1
SPT-0856,PRJ-1138,Sprint 7,55,53,96.4,50.9,2,2,0
SPT-0857,PRJ-1139,Sprint 7,38,36,94.7,42.0,1,1,0
SPT-0858,PRJ-1140,Sprint 7,58,57,98.3,40.8,4,4,0
SPT-0859,PRJ-1141,Sprint 7,39,19,48.7,14.1,4,1,3
SPT-0860,PRJ-1142,Sprint 7,47,46,97.9,47.6,2,1,1
SPT-0861,PRJ-1143,Sprint 7,53,51,96.2,45.5,3,3,0
SPT-0862,PRJ-1144,Sprint 7,59,36,61.0,10.0,7,4,3
SPT-0863,PRJ-1145,Sprint 7,47,43,91.5,33.5,2,2,0
SPT-0864,PRJ-1146,Sprint 7,57,34,59.6,13.2,4,1,3
SPT-0865,PRJ-1147,Sprint 7,52,52,100.0,48.1,2,2,0
SPT-0866,PRJ-1148,Sprint 7,47,27,57.4,10.0,9,5,4
SPT-0867,PRJ-1149,Sprint 7,37,37,100.0,40.5,3,3,0
SPT-0868,PRJ-1150,Sprint 7,59,58,98.3,36.8,2,2,0
SPT-0869,PRJ-1002,Sprint 8,65,66,101.5,44.8,3,3,0
SPT-0870,PRJ-1004,Sprint 8,57,32,56.1,10.0,4,1,3
SPT-0871,PRJ-1006,Sprint 8,57,33,57.9,10.0,7,5,2
SPT-0872,PRJ-1007,Sprint 8,63,66,104.8,41.4,2,2,0
SPT-0873,PRJ-1008,Sprint 8,39,17,43.6,12.9,5,3,2
SPT-0874,PRJ-1009,Sprint 8,58,60,103.4,39.9,1,1,0
SPT-0875,PRJ-1010,Sprint 8,37,36,97.3,49.1,4,3,1
SPT-0876,PRJ-1011,Sprint 8,35,30,85.7,44.5,3,3,0
SPT-0877,PRJ-1012,Sprint 8,58,53,91.4,39.4,4,4,0
SPT-0878,PRJ-1013,Sprint 8,55,58,105.5,53.7,3,3,0
SPT-0879,PRJ-1014,Sprint 8,56,30,53.6,13.8,5,1,4
SPT-0880,PRJ-1015,Sprint 8,53,51,96.2,50.8,1,1,0
SPT-0881,PRJ-1016,Sprint 8,50,45,90.0,36.6,4,4,0
SPT-0882,PRJ-1017,Sprint 8,55,52,94.5,37.8,1,1,0
SPT-0883,PRJ-1019,Sprint 8,63,62,98.4,39.9,1,0,1
SPT-0884,PRJ-1020,Sprint 8,61,57,93.4,40.0,1,1,0
SPT-0885,PRJ-1021,Sprint 8,60,34,56.7,10.0,5,3,2
SPT-0886,PRJ-1024,Sprint 8,60,58,96.7,35.1,4,3,1
SPT-0887,PRJ-1026,Sprint 8,58,59,101.7,40.6,3,3,0
SPT-0888,PRJ-1027,Sprint 8,53,27,50.9,13.0,5,2,3
SPT-0889,PRJ-1029,Sprint 8,61,65,106.6,41.7,1,1,0
SPT-0890,PRJ-1030,Sprint 8,53,30,56.6,10.0,6,4,2
SPT-0891,PRJ-1031,Sprint 8,38,38,100.0,36.0,1,1,0
SPT-0892,PRJ-1032,Sprint 8,40,40,100.0,46.7,2,1,1
SPT-0893,PRJ-1033,Sprint 8,53,31,58.5,13.0,5,3,2
SPT-0894,PRJ-1034,Sprint 8,60,34,56.7,12.7,7,5,2
SPT-0895,PRJ-1035,Sprint 8,35,10,28.6,14.0,4,2,2
SPT-0896,PRJ-1036,Sprint 8,35,34,97.1,56.2,1,1,0
SPT-0897,PRJ-1038,Sprint 8,53,52,98.1,39.8,4,3,1
SPT-0898,PRJ-1039,Sprint 8,41,18,43.9,10.0,9,6,3
SPT-0899,PRJ-1040,Sprint 8,51,53,103.9,40.1,4,4,0
SPT-0900,PRJ-1041,Sprint 8,54,49,90.7,44.6,2,1,1
